nama produk,text,label,label_id,gold_label,group_key
so good nugget ori,"Daging Ayam (50%). Air, Minyak Nabati, Tepung Roti (Mengandung Tegung Terigu, Pewarna Sintetik Kuning FCF CI. No. 15985 dan Tartrazin CI. No.19140). Isolat Protein Kedelai, Tepung Pelapis (Mengandung Tepung Terigu, Pengembang Natrium Bikarbonat dan Penstabil Dinatrium Difosfat), Bubuk Bawang Bombay, Bubuk Bawang Putih, Gula, Garam, Bumbu Rasa Ayam (Mengandung Penguat Rasa Mononatrium Glutamat), Bubuk Lada Putih, Penstabil Fosfat, Penguat Rasa (Mononatrium Glutamat. Dinatrium Inosinat, Dinatrium Guanilat), Bubuk Ketumbar (0.1%), Omega 3 (Mengandung Kasein, Antioksidan Askorbil Palmitat, Natrium Askorbat dan Tokoferol). Perisa Alami (Oregano & Rosemary), Perisa Sintetik Ayam Goreng Perisa Sintetik Ayam. Tanpa Pengawet.
*Mengandung alergen, lihat daftar bahan yang dicetak tebal.",unsafe,1,unsafe,so good nugget ori
so good chicken karage,"Daglng Ayam (56%), Air, Tepung Pelapis (Mengandung Tepung Terigu. Pengembang Natrium Bikarbonat, Penstabil Dinatrium Difosfat). Minyak Nabati, Bumbu Rasa Ayam
(Mengandung Penguat Rasa Mononatrium Glutamat), Garam,
Penstabil Fosfat. Tanpa Pengawet.",unsafe,1,unsafe,so good chicken karage
soes cream chocolate,"Cokelat Pasta (33,8%), Air, Telur Ayam, Tepung Terigu, Margarin (Mengandung Antioksidan Tokoferol, Pewarna Alami Beta Karoten CI. NO. 75130), Lemak Reroti (Mengandung Antioksidan Tokoferol), Susu Bubuk Skim, Garam, Pengembang (Mengandung Kalsium Karbonat, Dinatrium Difosfat dan Natrium Hidrogen Karbonat).",unsafe,1,unsafe,soes cream chocolate
sosis goreng,"Tepung Terigu, Tapioka, Bawang Merah, Gula, Garam, Cabe Merah, Minyak Nabati",unsafe,1,unsafe,sosis goreng
soy sauce,"Air, Garam, Gula, Kacang Kedelai (8%), Tepung Gandum, Penguat Rasa (Dinatrium 5'-Inosinat, Dinatrium 5'-Guanylat), Pengawet (Natrium Benzoate).",unsafe,1,unsafe,soy sauce
soyjoy almond chocolates,"Tepung kedelai (25%), almond (14%), campuran margarin dan mentega (mengandung pewarna alami betacarotene CI 40800 dan antioksidan tokoferol), gula, telur, cokelat (13%) (mengandung susu), serat pangan larut, sirup agave, garam, perisa sintetik.",unsafe,1,unsafe,soyjoy almond chocolates
sponge,"Lemak Nabati (mengandung Antioksidan dl-Alfa Tokoferol), Jagung, Gula, Whey Bubuk, Kakao Bubuk (7.38%), Susu Skim Bubuk, Tepung Beras, Pati Kentang, Pengemulsi (Lesitin Kedelai), Garam, Penstabil (Kalsium Karbonat), dan Perisa Sintetik Vanila.
Mengandung alergen, Lihat komposisi yang dicetak tebal.
Diproduksi menggunakan peralatan yang juga memproses Krustase, Telur, Ikan, Moluska, Oat, Kacang Tanah, Kedelai, Racang Pohon, dan Gandurn.",unsafe,1,unsafe,sponge
stick mentega (telur gabus),"Mentega, Keju, Tepung Beras, Telur Ayam, Garam, Minyak Nabati",unsafe,1,unsafe,stick mentega telur gabus
sukro,"Polong, Minyak Sawit (mengandung Antbksidan TBHQ (E319)), Tepung Tapioka, Pati Termodifikasi, Tepung Beras, Bumbu [mengandung Penguat Rasa [Mononatrium Glutarnat (E621), Dinatrium Guanilat (E627), Dinatrium Inosinat (E631)],  Protein Nabati Terhidrolisis, Antikempal Silikon Dioksida (E551), Bawang Putih Bubuk, Bawang Bombay Bubuk, Perisa Sintetik Daging Sapi BBQ, Pemanis Buatan Asesulfam-K(E950), Kecap Bubuk, Dekstrin, Sayuran Bubuk, Penstabi Gom Arab (E414), Merica Putih Bubuk, Minyak Kedelai, Maltodekstrin], Garam, Gula, Ekstrak Bawang Putih, Bawang Merah, Kuning Telur Bubuk, Rempah-Rempah, Pengembang [Natrium Bikarbonat (E500(ii), Penstabil [Asam Natrium Pirofosfat (E450(i)), Kalsium Karbonat (E170(i))], Pati Jagung], Pemanis Buatan Aspartam (E951).
Mengandung alergen, lihat daftar bahan yang dicetak tebal. Mengandung Gula dan Pemanis Buatan.
Mengandung Fenilalanin, tidak cocok untuk penderita Feniketonurik. Menangdung pemanis buatan, disarankan tidak dikonsunsi oleh anak di bawah 5 (lima) tahun, ibu hamil dan ibu menyususi. Diproses dengan peralatan yang juga memproses produk yang mengandung gandum, krustasea, susu, seledri dan ikan.",unsafe,1,unsafe,sukro
suzuki eikodo makanan ringan ekstrudat rasa keju,"Jagung, Lemak Nabati, Glukosa, Keju 5% (mengandung susu), Garam, Hidrolisat Protein Kedelai, Kecap Bubuk Mengandung kedelai, gandum), Dekstrin, Rempah, Perisa Alami.",unsafe,1,unsafe,suzuki eikodo makanan ringan ekstrudat rasa keju
swiss premium yogurt aloe vera,"Susu, buah campuran: (lidah buaya (10%), gula, pengental hidroksipropil dipati Fosfat, perisa Identik alami lidah buaya, Konsentrat sari buah lemon, pengawet asam sorbat), gula, protein susu, kultur (streptococcus thermophilus, lactobacillus Bulgaricus, lactobacillus acidophilus).",unsafe,1,unsafe,swiss premium yogurt aloe vera
tango royal chocolate,"Tepung Terigu, Gula, Minyak Nabati (Mengandung Antioksidan TBHQ), Lemak Reroti Nabati (Mengandung Antioksidan Askorbil Palmitat &TokoferoI), Kakao Bubuk (4.3%), Kalsium Karbonat, Pengemulsi Lesitin Kedelai, Garam, Susu Skim Bubuk (0.3%), Pengembang, Pati Kentang, Pewarna Alami Karamel Kelas IV, Ekstrak Malt, Susu Bubuk Full Cream (0.06%), Perisa Sintetik, Tepung Telur,
Perisa Alami, Kakao Massa (0.01 %).
Mengandung alergen, lihat daftar bahan yang dicetak tebal.",unsafe,1,unsafe,tango royal chocolate
tango vanilla delight,"Terigu (41.6%), Gula, Lemak Reroti Nabati (Mengandung Antioksidan Askorbil Palmitat & Tokoferol), Minyak Nabati (Mengandung Antioksidan TBHQ), Krimer Nabati Bubuk, Susu Bubuk Full Cream (3%), Dekstrosa, Maltodekstrin, Pengemulsi Lesitin Kedelai, Ekstrak Malt, Garam, Pengembang, Tepung Telur, Perisa Sintetik.
Mengandung alergen, lihat daftar bahan yang dicetak tebal.",unsafe,1,unsafe,tango vanilla delight
tango waffle choco hazelnut,"Gula, Tepung Terigu, Maltodekstrin, Lemak Nabati (Mengandung Antioksidan BHA), Minyak Nabati (Mengandung Antioksidan TBHQ), Remahan Kukis (Mengandung Terigu, Susu & Telur) (10%), Krimer (Mengandung Kasein), Kakao Bubuk (4.7%), Kalsium Karbonat, Krispi Beras (2%), Susu Bubuk Full Cream, Pengemulsi Lesitin Kedelai, Garam, Perisa Sintetik, Pengembang, Pasta Kacang Hazelnut (0.04%), Tepung Telur, Pewarna Alami Karamel Kelas IV.
Mengandung alergen, Iihat daftar bahan yang dicetak tebal.",unsafe,1,unsafe,tango waffle choco hazelnut
tango walnut,"Gula, Tepung Terigu (23.7%), Pengganti Lemak Kakao, Lemak Reroti Nabati (Mengandung Antioksidan Askorbil Palmitat & Tokoferol), Kakao Bubuk (4.6%), Maltodekstrin, Minyak Nabati (Mengandung Antioksidan TBHQ), Krimer Nabati Bubuk, Whey Bubuk, Kalsium Karbonat, Pengemulsi Lesitin Kedelai, Susu Skim Bubuk, Garam, Kakao Massa, Perisa Sintetik, Pewama Alami Karamel Kelas IV, Pisang Bubuk (0.1%), Pengembang, Pengatur Keasaman Asam Malat, Tepung Telur, Pewarna Sintetik (Tartrazin CI 19140 & Kuning FCF CI 15985).",unsafe,1,unsafe,tango walnut
tao kae noi,"Rumput Laut, Gula, Rempah, Hidrolisat Protein Nabati, Kecap Fermentasi, Garam, Penguat Rasa (Natrium Inosinat, Natrium Gaunilat)",unsafe,1,unsafe,tao kae noi
taro seaweed,"Tepung Terigu, Minyak Nabati, Tapioka, Perisa Sintetik Rumput Laut 2.8% (Mengandung Rumput Laut (0.2%), Penguat Rasa Mononatrium Glutamat, Dinatrium Inosinat & Guanilat, Protein Nabati Terhidrolisis), Gula, Garam, Pengembang (Penstabil Dinatrium Difosfat, Pengembang Natrium Hidrogen karbonat, Pati Jagung).",unsafe,1,unsafe,taro seaweed
tepung bumbu nihon karaage mix,"Tepung terigu, pati jagung, garam, tepung jagung, pati oksidasi (mengandung pengawet sulfit), kecap bubuk, penguat rasa mononatrium L-glutamat, pengembang natrium  hidrogen karbonat, gula, paprika, bawang putih bubuk, glukosa, cabe, jahe bubuk, pengemulsi lesitin kedelai, ekstrak ayam, bawang bombay bubuk, kapulaga bubuk. Mengandung alergen, lihat daftar bahan yang dicetak tebal
Diproduksi menggunakan peralatan yang juga memproses telur dan susu",unsafe,1,unsafe,tepung bumbu nihon karaage mix
toll candy,"Gula, Glukosa, Bubuk Jelly, Perisa Susu, Perisa Buah-Buahan, Garam, Perisa Vanila dan Pewarna Makanan.",unsafe,1,unsafe,toll candy
top,"Gula, Lemak Nabati, Krispi Beras (13%), Tepung Terigu, Kakao Bubuk (5%),
Sirup Glukosa, Krimer Kental Manis (mengandung Susu dan Antioksidan Tokoferol), Pemanis Alami Sorbitol Sirup, Dekstrosa, Whey Bubuk, Susu Bubuk Full Cream, Susu Skim Bubuk, Maltodekstrin, Pengemulsi (Lesitin Kedelai, PGPR), Garam, Perlakuan Tepung (Natrium Stearoil-2-Laktilat), Perisa Sintetik, Pengembang.
Mengandung alergen, lihat daftar bahan yang dicetak tebal.
Diproduksi menggunakan peralatan yang juga memproses Kacang-kacangan, Telur, Kedelai dan Gandum.
Konsumsi berlebih mempunyai efek laksatif",unsafe,1,unsafe,top
topping kocok coklat,"AIR, GULA, MINYAK NABATI (MENGANDUNG MINYAK INTI KELAPA SAWIT TERHIDROGENASI,  MINYAK INTI KELAPA SAWIT TERFRAKSI), KAKAO BUBUK, PENGEMULSI (NATRIUM KASEINAT (MENGANDUNG SUSU), DAN NABATI), PENSTABIL NABATI (MENGANDUNG KEDELAI), GARAM, PERISA SINTETIK VANILA, PEWARNA ALAMI BETA-KAROTENE (SAYURAN) CI. No. 75130 (160a(ii), PEWARNA MAKANAN SINTETIK (MERAH ALLURA CI. No. 16035 (129), TARTRAZlN CI.No. 19140 (102), BIRU BERLIAN FCF CI.No. 42090 (133)).",unsafe,1,unsafe,topping kocok coklat
topokki,"KUE BERAS: Beras, Garan Pengatur Keasaman Asam Sitrat.
SAUS: Air, Gula (mengandung pengawet sulfit), Sirup Jagung Tinggi Fruktosa, Bumbu (mengandung penguat rasa (Mononatrium Glutamat, Dinatrium Inosinat, Dinatrium Guanilat), Antioksidan Tokoferol), Cabe, Bawang Putih, Pengental Hidroksipropil Dipati Fosfat, Bawang Bombai, Hidrolisat Protein Nabati (Kedelai), Pasta Tomat, Pengental Gom Xanthan, Perisa Alami, Perisa Sintetik (mengandung antioksidan tokoferol), Pengatur Keasaman Asam Sitrat, Pengatur Keasaman Asam Laktat, Pengawet Kalium Sorbat. Mengandung alergen, lihat daftar bahan yang
dicetak tebal. TABURAN: Biji Wijen (1,49%).",unsafe,1,unsafe,topokki
twister,"Gula Tepung Terigu Minyak Nabati, Whey Bubuk, Kakao Bubuk, Susu Skim Bubuk, Maltodekstrin, Pengemulsi Nabati (Lesitin Kedelai), Garam, Perisa Sintetik.
Mengandung alergen, lihat daftar bahan tebal.
Diproduksi menggunakan peralatan yang juga memproses Kacang-kacangan, Telur, Kedelai dan Gandum.",unsafe,1,unsafe,twister
usagi pop corn,"Gula, Jagung (36.2%), Minyak Nabati, Penstabil [Gom Arab (E414), Selulosa Bubuk (E460)], Garam, Pengemulsi Lesitin Kedelai (E322), Perisa Sintetik [Karamel, Mentegal], Pewarna Makanan Alami Karamel I (E150a), Penguat Rasa [Dinatrium 5'-Inosinat (E631), Dinatrium 5'-Guanilat (E627)]
Mengandung alergen, lihat daftar bahan yang dicetak tebal. Diproduksi dengan peralatan yang juga memproses produk yang mengandung gandum, krustasea, ikan, kacang, dan susu",unsafe,1,unsafe,usagi pop corn
verkade sand cookis,"Tepung Terigu, Gula (Mengandung Pengawet Sulfit), Margarin (Mengandung Antioksidan Alfatokoferol, Askorbil Pamitat, Asam askorbat BHA & TBHQ, Pewama Alami Betakaroten CI 75130, Kurkumin CI 75300, Ekstrak Annato CI 75120), Telur, Susu Skim Bubuk, Air, Susu Bubuk Full Krim, Pengembang (Amonium Hidrogen Karbonat, Natrium Hidrogen Karbonat), Garam, Pengemulsi (Dinatrium Difosfat), Perisa Identik Alami Lemon (Mengandung Antioksidan BHT), Perisa Artifisial Vanila.",unsafe,1,unsafe,verkade sand cookis
verkade kruid biskuit,"Tepung Terigu, Gula (Mengandung Pengawet Sulfit), Margarin (Mengandung Antioksidan Alfatokoferol, Askorbil Pamitat, Asam askorbat BHA & TBHQ Pewama Alami Betakaroten CI 75130, Kurkumin CI 75300, dan Ekstrak Annato CI 75120), Telur, Air, Rempah (1,2%), Pengembang (Amonium Hidrogen Karbonat, Natrium Hidrogen Karbonat), Garam, Pengemulsi (Dinatrium Difosfat), Perisa Sintetik Lemon, Pewarna Alami Karamel III (Mengandung Pengawet Sulfit)",unsafe,1,unsafe,verkade kruid biskuit
wafer rolli lapis cokelat susu,"Tepung Gandum, Gula, Lemak Nabati, Lemak Kakao, Susu Skim Bubuk, Kakao Massa (3,6%), Whey, Mentega (mengandung susu), Kuning Telur Bubuk, Pengemulsi Lesitin Kedelai, Garam, Susu Bubuk (0,3%), Laktosa, Pengembang Natrium Hidrogen Karbonat, Rempah, Perisa Alami Susu.",unsafe,1,unsafe,wafer rolli lapis cokelat susu
yukiguni jeli aneka rasa,"Air, gula dan sirup jagung tinggi fruktosa, polidekstrosa, konsentrat sari buah anggur (2.5%), konsentrat sari buah apel (2%), pengental (gom kacang lokus, gom xanthan, karagen, kalium klorida, kalsium laktat, glukosa), konsentrat sari buah persik (1%), pengatur keasaman (asam sitrat, trinatrium sitrat), kolagen ikan, perisa sintetik (anggur, persik, apel), bubuk konjak. ",unsafe,1,unsafe,yukiguni jeli aneka rasa
yummy youghurt,"Susu Segar, Saus Stroberi 16% (Mengandung Kalium Sorbat), Susu Skim, Gula Pasir, Penstabil (Dipati Adipat Terasetilasi, Gelatin Sapi, Protein Susu, Pektin), Kultur (L.acidophilus, Bifidobacterium, St. thermophilus), Pewarna Alami Merah Bit",unsafe,1,unsafe,yummy youghurt
yupi strawberry kiss,"Sirup Glukosa, Gula, Air, Penstabil (Gelatin sapi), Sari Buah Stroberi (1%), Pengatur Keasaman (Asam Sitrat, Asam Laktat), Perisai Sintetik Stroberi, Pewarna Sintetik : Merah Allura CI No. 16035. Tanpa Pengawet. Diproduksi Menggunakan Peralatan Yang Juga Memproses Susu Gandum, Kedelai dan Ikan.",unsafe,1,unsafe,yupi strawberry kiss
Bihunku Rasa Soto Nikmat,"Bihun: Pati jagung pilihan, beras berkualitas, tepung ubi kayu, emulsifier nabati, pengental alami, penstabil fosfat. Bumbu: Garam, gula, campuran rasa soto (mengandung hidrolisat protein nabati, antioksidan tokoferol), penyedap rasa (mononatrium glutamat, dinatrium inosinat dan guanilat), bubuk ayam, serbuk bawang putih dan merah, irisan daun bawang kering, bubuk lada, daun seledri kering. Minyak bumbu: Minyak tumbuhan, rempah-rempah, antioksidan TBHQ. Bubuk cabe",safe,0,safe,bihunku rasa soto nikmat
Soto Bihunku Istimewa,"Mi bihun: Pati jagung, beras olahan, pati singkong, zat pengemulsi nabati, bahan pengental alami, penstabil fosfat. Bumbu: Garam, gula, perisa soto (dengan hidrolisat protein nabati, antioksidan tokoferol), penguat rasa (MSG, dinatrium inosinat dan guanilat), serbuk ayam, bubuk bawang putih dan merah, potongan daun bawang kering, bubuk merica, seledri kering. Minyak berbumbu: Minyak nabati, bumbu rempah, antioksidan TBHQ. Serbuk cabai",safe,0,safe,soto bihunku istimewa
Makaroni Krispi Boncabe Super Pedas 15,"Pasta makaroni, Campuran Bumbu Pedas Tingkat 15 (Serbuk cabai, bawang merah goreng, garam dapur, gula halus, MSG, minyak sayur, bubuk bawang putih, bubuk bawang bombay, dinatrium 5'-inosinat, dinatrium 5'-guanilat, sari ragi), Minyak nabati. Peringatan: Mengandung alergen, lihat bahan yang dicetak tebal. Diproduksi dengan alat yang juga mengolah: Produk susu, seledri, kedelai, ikan, dan krustasea.",safe,0,safe,makaroni krispi boncabe super pedas 15
Boncabe Makaroni Kriuk Level Pedas 15,"Pasta makaroni, Racikan Bumbu Pedas Level 15 (Bubuk cabai, irisan bawang merah goreng, garam, gula kastor, penyedap rasa MSG, minyak tumbuhan, serbuk bawang putih, serbuk bawang bombay, dinatrium 5'-inosinat, dinatrium 5'-guanilat, ekstrak khamir), Minyak nabati. Catatan: Memuat alergen, perhatikan daftar bahan bercetak tebal. Diolah menggunakan peralatan yang juga memproses: Susu, seledri, kacang kedelai, ikan, dan krustasea.",safe,0,safe,boncabe makaroni kriuk level pedas 15
Makaroni Renyah Boncabe Tingkat 15,"Pasta makaroni, Bumbu Pedas Tingkat 15 (Cabai bubuk, bawang merah goreng, garam, gula halus, MSG, minyak nabati, bubuk bawang putih, bubuk bawang bombay, dinatrium 5'-inosinat, dinatrium 5'-guanilat, ekstrak ragi), Minyak sayur. Perhatian: Mengandung alergen, lihat bahan yang ditebalkan. Diproduksi dengan alat yang juga mengolah: Produk susu, seledri, kacang kedelai, ikan, dan krustasea.",safe,0,safe,makaroni renyah boncabe tingkat 15
Boncabe Makaroni Garing Level 15,"Makaroni kering, Bumbu Pedas Level 15 (Serbuk cabai, bawang merah goreng, garam, gula kastor, MSG, minyak nabati, bubuk bawang putih, bubuk bawang bombay, dinatrium 5'-inosinat, dinatrium 5'-guanilat, ekstrak ragi), Minyak tumbuhan. Peringatan: Berisi alergen, perhatikan bahan yang dicetak tebal. Diproduksi menggunakan peralatan yang juga memproses: Susu, seledri, kacang kedelai, ikan, dan krustasea.",safe,0,safe,boncabe makaroni garing level 15
Makaroni Kering Boncabe Pedas 15,"Pasta makaroni, Campuran Bumbu Pedas Level 15 (Bubuk cabai, irisan bawang merah goreng, garam, gula halus, penyedap MSG, minyak nabati, serbuk bawang putih, serbuk bawang bombay, dinatrium 5'-inosinat, dinatrium 5'-guanilat, sari ragi), Minyak sayur. Catatan: Mengandung alergen, lihat daftar bahan yang dicetak tebal. Diolah dengan peralatan yang juga memproses: Produk susu, seledri, kacang kedelai, ikan, dan krustasea.",safe,0,safe,makaroni kering boncabe pedas 15
Boncabe Makaroni Krispy Level Extreme 15,"Makaroni, Racikan Bumbu Super Pedas Level 15 (Cabai bubuk, bawang merah goreng, garam, gula kastor, MSG, minyak nabati, bubuk bawang putih, bubuk bawang bombay, dinatrium 5'-inosinat, dinatrium 5'-guanilat, ekstrak khamir), Minyak tumbuhan. Peringatan: Memuat alergen, perhatikan bahan yang dicetak tebal. Diproduksi menggunakan alat yang juga mengolah: Susu, seledri, kacang kedelai, ikan, dan krustasea.",safe,0,safe,boncabe makaroni krispy level extreme 15
Makaroni Krispi Boncabe Pedas Gila 15,"Pasta makaroni, Bumbu Pedas Ekstrim Level 15 (Serbuk cabai, irisan bawang merah goreng, garam dapur, gula halus, penyedap rasa MSG, minyak sayur, bubuk bawang putih, bubuk bawang bombay, dinatrium 5'-inosinat, dinatrium 5'-guanilat, ekstrak ragi), Minyak nabati. Catatan: Berisi alergen, lihat daftar bahan bercetak tebal. Diolah dengan peralatan yang juga memproses: Produk susu, seledri, kacang kedelai, ikan, dan krustasea.",safe,0,safe,makaroni krispi boncabe pedas gila 15
Nasi Jagung Dailymeal,"Bubuk jagung (65,8%), ubi kayu (31,2%), air murni, minyak sawit, zat pengemulsi (fosfat, nabati)",safe,0,safe,nasi jagung dailymeal
Dailymeal Jagung Nasi,"Tepung dari jagung (65,8%), singkong segar (31,2%), air bersih, minyak dari kelapa sawit, bahan pengemulsi (fosfat dan nabati)",safe,0,safe,dailymeal jagung nasi
Nasi Jagung Sehat Dailymeal,"Jagung bubuk (65,8%), umbi singkong (31,2%), air minum, minyak kelapa sawit murni, emulsifier (fosfat, tumbuhan)",safe,0,safe,nasi jagung sehat dailymeal
Dailymeal Nasi Berbahan Jagung,"Tepung olahan jagung (65,8%), potongan singkong (31,2%), air bersih, minyak kelapa sawit, bahan pengemulsi (fosfat, nabati)",safe,0,safe,dailymeal nasi berbahan jagung
Nasi Jagung Istimewa Dailymeal,"Serbuk jagung pilihan (65,8%), singkong segar (31,2%), air murni, minyak sawit berkualitas, emulsifier (fosfat dan nabati)",safe,0,safe,nasi jagung istimewa dailymeal
Dailymeal Sajian Nasi Jagung,"Tepung dari biji jagung (65,8%), ubi kayu (31,2%), air matang, minyak kelapa sawit murni, zat pengemulsi (fosfat, tumbuhan)",safe,0,safe,dailymeal sajian nasi jagung
Nasi Jagung Dailymeal Spesial,"Bubuk jagung premium (65,8%), singkong pilihan (31,2%), air steril, minyak sawit murni, bahan pengemulsi (fosfat, nabati)",safe,0,safe,nasi jagung dailymeal spesial
Nasi Singkong Dailymeal,"Ubi kayu (64,92%), bubuk jagung, pati jagung, minyak dari kelapa sawit, air bersih, zat pengemulsi",safe,0,safe,nasi singkong dailymeal
Dailymeal Singkong Nasi,"Singkong segar (64,92%), tepung dari jagung, tepung maizena, minyak sawit, air murni, bahan pengemulsi",safe,0,safe,dailymeal singkong nasi
Nasi Ubi Kayu Dailymeal,"Potongan singkong (64,92%), serbuk jagung, tepung pati jagung, minyak kelapa sawit, air minum, emulsifier",safe,0,safe,nasi ubi kayu dailymeal
Dailymeal Nasi Berbahan Singkong,"Olahan singkong (64,92%), tepung jagung halus, tepung maizena murni, minyak sawit, air bersih, zat pengemulsi",safe,0,safe,dailymeal nasi berbahan singkong
Nasi Singkong Istimewa Dailymeal,"Singkong pilihan (64,92%), bubuk jagung berkualitas, pati jagung murni, minyak kelapa sawit, air steril, bahan pengemulsi",safe,0,safe,nasi singkong istimewa dailymeal
Dailymeal Sajian Nasi Singkong,"Ubi kayu segar (64,92%), tepung dari biji jagung, tepung pati jagung, minyak sawit murni, air matang, emulsifier",safe,0,safe,dailymeal sajian nasi singkong
Nasi Singkong Dailymeal Spesial,"Singkong premium (64,92%), serbuk jagung pilihan, tepung maizena berkualitas, minyak kelapa sawit murni, air murni, zat pengemulsi",safe,0,safe,nasi singkong dailymeal spesial
Kukis Coklat Hitam,"Tepung dari gandum utuh, tepung beras putih halus, cokelat leleh, bubuk cokelat, krimer nabati, gula pasir, lemak cokelat, dan garam dapur",safe,0,safe,kukis coklat hitam
Biskuit Cokelat Gelap,"Tepung gandum wholemeal, tepung dari beras putih, coklat cair pekat, serbuk coklat, krimer tumbuhan, gula, mentega coklat, dan garam",safe,0,safe,biskuit cokelat gelap
Kue Kering Coklat Pekat,"Tepung gandum penuh, tepung beras putih murni, cokelat leleh hitam, bubuk kakao, krimer nabati, gula pasir, lemak kakao, dan garam halus",safe,0,safe,kue kering coklat pekat
Cookies Cokelat Hitam Lezat,"Tepung dari biji gandum utuh, tepung beras putih, coklat cair gelap, bubuk coklat pekat, krimer tumbuhan, gula, lemak dari coklat, dan garam",safe,0,safe,cookies cokelat hitam lezat
Biskuit Gelap Cokelat,"Tepung gandum wholegrain, tepung dari beras putih, cokelat hitam cair, serbuk cokelat, krimer nabati, gula pasir, mentega cokelat, dan garam",safe,0,safe,biskuit gelap cokelat
Kue Kering Coklat Gelap Nikmat,"Tepung gandum lengkap, tepung beras putih halus, coklat hitam leleh, bubuk kakao, krimer tumbuhan, gula, lemak cokelat murni, dan garam",safe,0,safe,kue kering coklat gelap nikmat
Cookies Cokelat Hitam Istimewa,"Tepung dari gandum utuh pilihan, tepung beras putih berkualitas, cokelat cair pekat, bubuk coklat premium, krimer nabati, gula murni, lemak coklat asli, dan garam laut",safe,0,safe,cookies cokelat hitam istimewa
Beras Porang Fukumi,"Bubuk porang (48%), tepung dari beras, air bersih",safe,0,safe,beras porang fukumi
Fukumi Nasi Porang,"Serbuk umbi porang (48%), tepung beras halus, air murni",safe,0,safe,fukumi nasi porang
Porang Beras Fukumi,"Tepung dari umbi porang (48%), bubuk beras, air minum",safe,0,safe,porang beras fukumi
Fukumi Olahan Beras Porang,"Tepung porang pilihan (48%), tepung dari biji beras, air matang",safe,0,safe,fukumi olahan beras porang
Beras Porang Istimewa Fukumi,"Bubuk porang berkualitas (48%), tepung beras premium, air steril",safe,0,safe,beras porang istimewa fukumi
Fukumi Sajian Beras Porang,"Serbuk umbi porang murni (48%), tepung beras putih, air bersih",safe,0,safe,fukumi sajian beras porang
Beras Porang Fukumi Spesial,"Tepung porang terbaik (48%), bubuk beras pilihan, air murni",safe,0,safe,beras porang fukumi spesial
Koin Kemplang Ikan,"Daging ikan tenggiri, tepung sagu, garam dapur, minyak tumbuhan",safe,0,safe,koin kemplang ikan
Kemplang Koin Ikan,"Ikan tenggiri segar, pati sagu, garam, minyak nabati murni",safe,0,safe,kemplang koin ikan
Ikan Koin Kemplang,"Filet ikan tenggiri, tepung dari sagu, garam halus, minyak sayur",safe,0,safe,ikan koin kemplang
Kemplang Ikan Berbentuk Koin,"Olahan ikan tenggiri, sagu murni, garam, minyak dari tumbuhan",safe,0,safe,kemplang ikan berbentuk koin
Koin Ikan Kemplang,"Daging tenggiri pilihan, tepung sagu halus, garam beryodium, minyak nabati berkualitas",safe,0,safe,koin ikan kemplang
Kemplang Koin dari Ikan,"Ikan tenggiri cincang, bubuk sagu, garam laut, minyak nabati murni",safe,0,safe,kemplang koin dari ikan
Ikan Tenggiri Kemplang Koin,"Tenggiri segar giling, pati sagu murni, garam, minyak tumbuhan pilihan",safe,0,safe,ikan tenggiri kemplang koin
Udang Kemplang,"Daging udang, tepung sagu, garam dapur, minyak tumbuhan",safe,0,safe,udang kemplang
Kemplang Rasa Udang,"Udang segar, pati sagu, garam, minyak nabati murni",safe,0,safe,kemplang rasa udang
Udang Krispi Kemplang,"Olahan udang, tepung dari sagu, garam halus, minyak sayur",safe,0,safe,udang krispi kemplang
Kemplang Udang Renyah,"Udang cincang, sagu murni, garam, minyak dari tumbuhan",safe,0,safe,kemplang udang renyah
Udang Goreng Kemplang,"Daging udang pilihan, tepung sagu halus, garam beryodium, minyak nabati berkualitas",safe,0,safe,udang goreng kemplang
Kemplang Udang Lezat,"Udang giling, bubuk sagu, garam laut, minyak nabati murni",safe,0,safe,kemplang udang lezat
Udang Kemplang Gurih,"Udang segar olahan, pati sagu murni, garam, minyak tumbuhan pilihan",safe,0,safe,udang kemplang gurih
Kentang Rumahan,"Umbi kentang, minyak dari kelapa sawit (dengan antioksidan tokoferol), gula dekstrosa",safe,0,safe,kentang rumahan
Home Style Kentang,"Kentang segar, minyak sawit (mengandung antioksidan tokoferol), pemanis dekstrosa",safe,0,safe,home style kentang
Kentang Gaya Rumah,"Potongan kentang, minyak kelapa sawit murni (dengan tokoferol sebagai antioksidan), dekstrosa",safe,0,safe,kentang gaya rumah
Kentang Olahan Rumah,"Kentang pilihan, minyak sawit berkualitas (mengandung antioksidan alami tokoferol), gula dekstrosa",safe,0,safe,kentang olahan rumah
Kentang Rasa Homemade,"Irisan kentang, minyak dari buah sawit (dengan antioksidan tokoferol), pemanis jenis dekstrosa",safe,0,safe,kentang rasa homemade
Homemade Potato Snack,"Kentang segar pilihan, minyak kelapa sawit murni (mengandung antioksidan tokoferol), dekstrosa murni",safe,0,safe,homemade potato snack
Kentang Kriuk Homestyle,"Kentang berkualitas, minyak sawit premium (dengan kandungan antioksidan tokoferol), dekstrosa alami",safe,0,safe,kentang kriuk homestyle
Karuhun Singkong Krispi,"Irisan singkong berkualitas, daun jeruk segar, garam dapur, cabai kering, minyak sayur, bumbu rempah, siung bawang putih.",safe,0,safe,karuhun singkong krispi
